site_name,basin,subbasin,region,WaterYear,eventdays,eventid,mindate,maxdate,totalyieldevent_little,totalyieldevent_big,hysteresis,numdays,totalyield_site,propyield
EF Duck Creek be HF,Shields River,Duck Creek,Shields,2022,4,3,2022-02-27,2022-03-02,0.2979015654012827,1.0603443862821973,-0.39247693349506085,355,91.8286737190604,0.0032441017967076314
EF Duck Creek be HF,Shields River,Duck Creek,Shields,2022,5,4,2022-03-01,2022-03-05,0.406395363868035,1.4843757339324286,0.23250652235902003,355,91.8286737190604,0.0044255824178769726
EF Duck Creek be HF,Shields River,Duck Creek,Shields,2022,5,5,2022-03-10,2022-03-14,0.34866854272913145,1.3290217144670993,-0.322716624413412,355,91.8286737190604,0.003796946298014104
EF Duck Creek be HF,Shields River,Duck Creek,Shields,2022,16,6,2022-03-23,2022-04-07,2.5080608169508007,5.759271440795176,1.6629159441331893,355,91.8286737190604,0.027312392909255485
EF Duck Creek be HF,Shields River,Duck Creek,Shields,2022,6,7,2022-04-08,2022-04-13,0.8373526428103767,2.239864458729579,1.1573962560516267,355,91.8286737190604,0.009118640277569116
EF Duck Creek be HF,Shields River,Duck Creek,Shields,2022,6,8,2022-04-26,2022-05-01,1.3200225950581381,2.545784188841101,-1.0433954403627714,355,91.8286737190604,0.01437484112094007
EF Duck Creek be HF,Shields River,Duck Creek,Shields,2022,98,9,2022-04-30,2022-08-05,53.78214212060481,253.70588261040072,5.002220467313085,355,91.8286737190604,0.5856791777821521
EF Duck Creek be HF,Shields River,Duck Creek,Shields,2022,8,10,2022-08-04,2022-08-11,1.5873052843485007,7.376655753036962,0.36294371423703303,355,91.8286737190604,0.01728550811051333
EF Duck Creek be HF,Shields River,Duck Creek,Shields,2022,6,11,2022-08-12,2022-08-17,0.9819236222749383,4.8548131082915456,0.8564613905963199,355,91.8286737190604,0.010692995798665504
EF Duck Creek be HF,Shields River,Duck Creek,Shields,2022,5,12,2022-08-24,2022-08-28,0.7227114997923769,3.311913599903,0.9657937518582611,355,91.8286737190604,0.00787021602863864
Grouse Creek,Snake River,Snake River,Snake,2021,5,1,2020-10-22,2020-10-26,0.43617888283628053,1.2136713578012654,-0.5084070215726754,365,122.72870116606565,0.0035540087908702118
Grouse Creek,Snake River,Snake River,Snake,2021,5,2,2020-11-06,2020-11-10,0.9938078041426447,1.2847960271520196,0,365,122.72870116606565,0.008097598969925639
Grouse Creek,Snake River,Snake River,Snake,2021,6,3,2021-03-18,2021-03-23,0.8338320324614619,1.5214989267513288,0.39217583293189406,365,122.72870116606565,0.0067941078536567735
Grouse Creek,Snake River,Snake River,Snake,2021,96,4,2021-04-01,2021-07-05,86.9295261729737,202.0287697947844,-7.595340726342929,365,122.72870116606565,0.7083064136346422
Grouse Creek,Snake River,Snake River,Snake,2021,10,5,2021-07-04,2021-07-13,2.176222158225949,4.91386115610489,0.16979648300412892,365,122.72870116606565,0.01773197416373923
Grouse Creek,Snake River,Snake River,Snake,2021,5,6,2021-08-05,2021-08-09,0.8322168531472984,1.8367234613138703,0.8622477751433627,365,122.72870116606565,0.00678094728649671
Grouse Creek,Snake River,Snake River,Snake,2021,12,7,2021-08-17,2021-08-28,2.5057238536148687,4.724954034309287,0.23645360403617618,365,122.72870116606565,0.02041677154412597
Grouse Creek,Snake River,Snake River,Snake,2021,6,8,2021-09-18,2021-09-23,0.7779764355647061,1.4765481357216521,0.3174321687634742,365,122.72870116606565,0.006338993472374624
Hallowat Creek NWIS,Flathead,Big Creek,Flat,2020,5,1,2019-12-21,2019-12-25,2.0723855186893587,2.3822082560749314,0.5929883263124053,340,1227.286378762174,0.0016885916396950002
Hallowat Creek NWIS,Flathead,Big Creek,Flat,2020,133,2,2020-04-07,2020-08-17,1140.4509702540786,505.68683936990413,1.1438226962305778,340,1227.286378762174,0.929246009724579
Hallowat Creek NWIS,Flathead,Big Creek,Flat,2022,37,1,2021-10-23,2021-11-28,91.32822347095755,58.48976922312417,1.3654290296994682,335,1389.3744309394726,0.06573334116218252
Hallowat Creek NWIS,Flathead,Big Creek,Flat,2022,22,2,2021-11-27,2021-12-18,48.78716384960505,49.80539381457374,0.20620286493502885,335,1389.3744309394726,0.035114482290145466
Hallowat Creek NWIS,Flathead,Big Creek,Flat,2022,11,3,2021-12-17,2022-01-14,11.232701003509014,11.127899422490696,-0.6460729165454043,335,1389.3744309394726,0.00808471838359199
Hallowat Creek NWIS,Flathead,Big Creek,Flat,2022,41,4,2022-02-26,2022-04-15,39.459047851227645,48.917225955593715,-1.5131845362434437,335,1389.3744309394726,0.028400585884214142
Hallowat Creek NWIS,Flathead,Big Creek,Flat,2022,116,5,2022-04-24,2022-08-17,1157.6639778738845,544.2228825581988,0.22588195132234476,335,1389.3744309394726,0.8332267760902227
Hallowat Creek NWIS,Flathead,Big Creek,Flat,2022,12,6,2022-08-23,2022-09-03,5.813858910590712,9.015237666338615,2.3205386897152698,335,1389.3744309394726,0.004184515549677616
Jimmy Brook,West Brook,West Brook,Mass,2021,14,1,2020-10-11,2020-10-24,18.240358299298396,9.895601570676263,0.20316008970977903,365,806.4388990406461,0.02261840087450822
Jimmy Brook,West Brook,West Brook,Mass,2021,16,2,2020-10-25,2020-11-09,28.169344924986614,11.61932868633774,0.5043332278555969,365,806.4388990406461,0.034930538393543965
Jimmy Brook,West Brook,West Brook,Mass,2021,4,3,2020-11-12,2020-11-15,6.1274854449946154,2.2495366419310163,0,365,806.4388990406461,0.007598201738884347
Jimmy Brook,West Brook,West Brook,Mass,2021,6,4,2020-11-14,2020-11-19,12.627435392908865,4.573795654835266,-0.32646095003228726,365,806.4388990406461,0.01565826674275098
Jimmy Brook,West Brook,West Brook,Mass,2021,5,5,2020-11-21,2020-11-25,8.600718420048562,3.4962204102739047,-0.4266210931567858,365,806.4388990406461,0.01066505897753708
Jimmy Brook,West Brook,West Brook,Mass,2021,19,6,2020-11-24,2020-12-12,69.59885032715312,44.30250047439318,0.01653797164379425,365,806.4388990406461,0.08630393500356832
Jimmy Brook,West Brook,West Brook,Mass,2021,5,7,2020-12-11,2020-12-15,10.867823398774155,7.118289024292201,-0.3548055414988702,365,806.4388990406461,0.013476313471116916
Jimmy Brook,West Brook,West Brook,Mass,2021,10,8,2020-12-14,2020-12-23,18.78259309218764,38.34044182200258,2.383369353095564,365,806.4388990406461,0.02329078261791655
Jimmy Brook,West Brook,West Brook,Mass,2021,17,9,2020-12-23,2021-01-08,68.72180464542379,86.39479187052545,0.32548164417461656,365,806.4388990406461,0.08521638121273224
Jimmy Brook,West Brook,West Brook,Mass,2021,6,10,2021-01-14,2021-01-19,15.884681908137742,11.294876286059228,0,365,806.4388990406461,0.019697316098013673
Jimmy Brook,West Brook,West Brook,Mass,2021,9,11,2021-01-28,2021-02-05,13.325907329511956,22.88864205601139,2.161399353814385,365,806.4388990406461,0.016524385598666792
Jimmy Brook,West Brook,West Brook,Mass,2021,7,12,2021-02-14,2021-02-20,11.555186036212072,15.259094704007591,-0.31031826008804914,365,806.4388990406461,0.014328656578890632
Jimmy Brook,West Brook,West Brook,Mass,2021,8,13,2021-03-09,2021-03-16,24.228876511099568,15.495060086028328,-1.0617104246504836,365,806.4388990406461,0.03004428052754234
Jimmy Brook,West Brook,West Brook,Mass,2021,20,14,2021-03-16,2021-04-04,53.691393824181354,51.82586340448764,0.08263662973786626,365,806.4388990406461,0.06657837796273665
Jimmy Brook,West Brook,West Brook,Mass,2021,13,15,2021-04-13,2021-04-25,37.26988081383921,42.85524613133266,0.5588243049578174,365,806.4388990406461,0.04621538080340137
Jimmy Brook,West Brook,West Brook,Mass,2021,23,16,2021-04-27,2021-05-19,101.22924691023515,88.23138909392019,0.050516170629612764,365,806.4388990406461,0.12552624511374544
Jimmy Brook,West Brook,West Brook,Mass,2021,9,17,2021-05-27,2021-06-04,15.749748041550292,17.98056210998008,0.3279650772189599,365,806.4388990406461,0.01952999546560374
Jimmy Brook,West Brook,West Brook,Mass,2021,9,18,2021-06-29,2021-07-07,10.868126379660477,17.245136669348785,-0.15690025287697715,365,806.4388990406461,0.013476689173338973
Jimmy Brook,West Brook,West Brook,Mass,2021,21,19,2021-07-06,2021-07-26,67.9418478598531,96.3132034281304,-0.14112242953047463,365,806.4388990406461,0.08424921955113762
Jimmy Brook,West Brook,West Brook,Mass,2021,11,20,2021-07-25,2021-08-04,22.08710462568289,30.52605492074921,0.3664107818303873,365,806.4388990406461,0.027388441519820162
Jimmy Brook,West Brook,West Brook,Mass,2021,5,21,2021-08-17,2021-08-21,6.885240641688223,6.563770376543472,0.002145316177552787,365,806.4388990406461,0.008537832996249346
Jimmy Brook,West Brook,West Brook,Mass,2021,10,22,2021-08-20,2021-08-29,30.429380349698004,41.79733466860636,-0.2961611481409045,365,806.4388990406461,0.03773302650194246
Jimmy Brook,West Brook,West Brook,Mass,2021,9,23,2021-08-31,2021-09-08,26.882989075288297,32.339055605941866,-0.0776527485866326,365,806.4388990406461,0.03333543199276321
Jimmy Brook,West Brook,West Brook,Mass,2021,6,24,2021-09-07,2021-09-12,9.34180966799441,9.808294379328592,0.18904482533749625,365,806.4388990406461,0.011584026612688935
Jimmy Brook,West Brook,West Brook,Mass,2021,5,25,2021-09-14,2021-09-18,5.600702677307842,6.622761722048656,-0.24563117440433185,365,806.4388990406461,0.006944980808800935
Jimmy Brook,West Brook,West Brook,Mass,2021,6,26,2021-09-22,2021-09-27,7.732476193475865,10.626307703667143,0,365,806.4388990406461,0.009588421643195231
Jimmy Brook,West Brook,West Brook,Mass,2022,12,1,2021-10-02,2021-10-13,27.030035798783686,33.48348770874244,0.040442093851981456,357,508.7084451062065,0.053134631553326074
Jimmy Brook,West Brook,West Brook,Mass,2022,5,2,2021-10-15,2021-10-19,8.773518518881398,8.026755745072034,-0.1557545766108718,357,508.7084451062065,0.01724665395922352
Jimmy Brook,West Brook,West Brook,Mass,2022,17,3,2021-10-23,2021-11-08,39.266146394372015,61.05604259786543,0.5842964285202962,357,508.7084451062065,0.07718791927304088
Jimmy Brook,West Brook,West Brook,Mass,2022,9,4,2021-11-10,2021-11-18,23.269033063228576,30.16424133498408,0.6953441352016424,357,508.7084451062065,0.04574139330116791
Jimmy Brook,West Brook,West Brook,Mass,2022,6,5,2021-12-09,2021-12-14,12.361418174717347,13.304514789602496,0,357,508.7084451062065,0.02429961266347086
Jimmy Brook,West Brook,West Brook,Mass,2022,5,6,2021-12-14,2021-12-18,10.381236095339554,11.145431544112762,-0.21373672268220703,357,508.7084451062065,0.02040704492958082
Jimmy Brook,West Brook,West Brook,Mass,2022,5,7,2021-12-17,2021-12-21,12.777410931638707,12.215141275940097,-0.10614065442673186,357,508.7084451062065,0.0251173556377093
Jimmy Brook,West Brook,West Brook,Mass,2022,5,8,2021-12-20,2021-12-24,12.413833868051212,11.45611929710673,0,357,508.7084451062065,0.024402649469401853
Jimmy Brook,West Brook,West Brook,Mass,2022,5,9,2021-12-24,2021-12-28,12.916984126604797,11.849394933807957,-0.22516646201050927,357,508.7084451062065,0.025391723394542882
Jimmy Brook,West Brook,West Brook,Mass,2022,5,10,2021-12-31,2022-01-04,11.760546782435261,11.412858977069597,0,357,508.7084451062065,0.02311844219527343
Jimmy Brook,West Brook,West Brook,Mass,2022,8,11,2022-01-14,2022-01-21,12.763180426661187,22.37738372829979,-0.11334418882425443,357,508.7084451062065,0.02508938184424387
Jimmy Brook,West Brook,West Brook,Mass,2022,7,12,2022-02-01,2022-02-10,8.881119868912235,22.341988920996684,-0.7740380280809508,357,508.7084451062065,0.017458172661273714
Jimmy Brook,West Brook,West Brook,Mass,2022,11,13,2022-02-16,2022-03-01,27.392239514312205,53.945619086307254,-0.4671435781003159,357,508.7084451062065,0.05384663804547876
Jimmy Brook,West Brook,West Brook,Mass,2022,11,14,2022-03-04,2022-03-14,24.849523738683793,45.317151617082345,-0.3657506783811543,357,508.7084451062065,0.04884826264973012
Jimmy Brook,West Brook,West Brook,Mass,2022,11,15,2022-03-13,2022-03-23,26.59333934796359,49.83982143914645,0.17385872135889016,357,508.7084451062065,0.052276190033392345
Jimmy Brook,West Brook,West Brook,Mass,2022,8,16,2022-03-22,2022-03-29,21.25188731571939,39.35902572105876,0,357,508.7084451062065,0.04177616377349994
Jimmy Brook,West Brook,West Brook,Mass,2022,6,17,2022-03-30,2022-04-04,14.694068018517461,26.85286047395975,0.10405704871594156,357,508.7084451062065,0.02888504832163673
Jimmy Brook,West Brook,West Brook,Mass,2022,39,18,2022-04-06,2022-05-14,88.04144039489084,116.11069897967015,0.11936913111060567,357,508.7084451062065,0.17306856460090775
Jimmy Brook,West Brook,West Brook,Mass,2022,14,19,2022-05-14,2022-05-27,14.296254114775476,14.873684580040392,1.1122357991621457,357,508.7084451062065,0.028103040655813667
Jimmy Brook,West Brook,West Brook,Mass,2022,6,20,2022-05-26,2022-05-31,4.765889341859438,4.845155844159112,0.08952819106346133,357,508.7084451062065,0.00936860668956347
Jimmy Brook,West Brook,West Brook,Mass,2022,8,21,2022-05-30,2022-06-06,4.4476584175916045,5.403607248274853,1.343487405364403,357,508.7084451062065,0.008743040262803259
Jimmy Brook,West Brook,West Brook,Mass,2022,16,22,2022-06-06,2022-06-21,8.846435918856445,10.336856835055041,1.011761156135506,357,508.7084451062065,0.017389992251867402
Jimmy Brook,West Brook,West Brook,Mass,2022,11,23,2022-06-20,2022-06-30,3.4293396586602904,3.3967216741884942,0.45532159618504453,357,508.7084451062065,0.006741267403068813
Jimmy Brook,West Brook,West Brook,Mass,2022,5,24,2022-07-01,2022-07-05,1.1218372284249765,1.1597698526319173,0,357,508.7084451062065,0.0022052655882108716
Jimmy Brook,West Brook,West Brook,Mass,2022,6,25,2022-07-04,2022-07-09,1.1987943735509967,1.426410734315349,0,357,508.7084451062065,0.0023565450605026153
Jimmy Brook,West Brook,West Brook,Mass,2022,5,26,2022-07-12,2022-07-16,0.912477435975843,0.933636361528712,0,357,508.7084451062065,0.0017937139529604995
Jimmy Brook,West Brook,West Brook,Mass,2022,8,27,2022-07-17,2022-07-24,1.1493074954515876,1.711142295287037,0.21189683791315456,357,508.7084451062065,0.002259265609816324
Jimmy Brook,West Brook,West Brook,Mass,2022,5,28,2022-07-27,2022-07-31,0.36458699987523996,0.7291330304440741,-0.02434519246380153,357,508.7084451062065,7.166914632194138e-4
Jimmy Brook,West Brook,West Brook,Mass,2022,8,29,2022-09-04,2022-09-11,2.902253910087194,3.2240736696766557,-0.777735736783128,357,508.7084451062065,0.005705141988514208
Jimmy Brook,West Brook,West Brook,Mass,2022,7,30,2022-09-11,2022-09-17,1.5122785972664385,1.584507540269242,0,357,508.7084451062065,0.0029727806011765933
Jimmy Brook,West Brook,West Brook,Mass,2022,12,31,2022-09-18,2022-09-29,5.291864160516018,3.3668327257992012,-0.569498116419786,357,508.7084451062065,0.010402548279714915
Jimmy Brook,West Brook,West Brook,Mass,2023,8,1,2022-10-03,2022-10-10,4.835170971198612,2.521290106891564,0.0861333743799976,365,810.9445703247874,0.005962393914619962
Jimmy Brook,West Brook,West Brook,Mass,2023,11,2,2022-10-12,2022-10-22,9.242835911795591,7.010138224199364,0.2302630071528917,365,810.9445703247874,0.011397617358845856
Jimmy Brook,West Brook,West Brook,Mass,2023,9,3,2022-10-22,2022-10-30,5.42729661670236,4.620988731239413,0.5172644091220968,365,810.9445703247874,0.006692561754903546
Jimmy Brook,West Brook,West Brook,Mass,2023,13,4,2022-11-10,2022-11-22,21.305514932598545,11.283078016958191,-0.17004117554551837,365,810.9445703247874,0.026272467579461785
Jimmy Brook,West Brook,West Brook,Mass,2023,17,5,2022-11-26,2022-12-12,42.24563491629166,20.737424323255677,-0.10266411572418535,365,810.9445703247874,0.052094355720727084
Jimmy Brook,West Brook,West Brook,Mass,2023,5,6,2022-12-15,2022-12-19,15.74834050929243,3.7164547668265913,0,365,810.9445703247874,0.019419749617393876
Jimmy Brook,West Brook,West Brook,Mass,2023,23,7,2022-12-21,2023-01-12,73.01314193512603,94.22490979724688,3.798861182374225,365,810.9445703247874,0.09003468869134162
Jimmy Brook,West Brook,West Brook,Mass,2023,8,8,2023-01-11,2023-01-18,21.172405329874014,26.671953681077188,-0.08452500449703665,365,810.9445703247874,0.026108326147857873
Jimmy Brook,West Brook,West Brook,Mass,2023,6,9,2023-01-17,2023-01-22,16.16736307507702,17.052431607365186,0.12105766476396461,365,810.9445703247874,0.019936458873634124
Jimmy Brook,West Brook,West Brook,Mass,2023,5,10,2023-01-21,2023-01-25,13.790478021873756,13.249456200464323,0,365,810.9445703247874,0.01700545083660971
Jimmy Brook,West Brook,West Brook,Mass,2023,10,11,2023-01-24,2023-02-02,36.487685158982224,34.891414488132824,0.19409446975190894,365,810.9445703247874,0.044994055690352204
Jimmy Brook,West Brook,West Brook,Mass,2023,5,12,2023-02-15,2023-02-19,9.414828061598232,11.971310381185337,0.3114065483925696,365,810.9445703247874,0.011609706021988095
Jimmy Brook,West Brook,West Brook,Mass,2023,5,13,2023-03-13,2023-03-17,15.136117131662594,10.94879372576215,0,365,810.9445703247874,0.018664798662626846
Jimmy Brook,West Brook,West Brook,Mass,2023,24,14,2023-03-20,2023-04-12,99.14655629765144,123.55933953879138,1.8189024813360166,365,810.9445703247874,0.1222605834304344
Jimmy Brook,West Brook,West Brook,Mass,2023,22,15,2023-04-21,2023-05-12,76.96239679471644,111.98523755067428,0.30664190824576004,365,810.9445703247874,0.09490463295647027
Jimmy Brook,West Brook,West Brook,Mass,2023,7,16,2023-05-18,2023-05-24,13.282581062767779,14.826491503636243,-0.19429163403342775,365,810.9445703247874,0.016379147908281867
Jimmy Brook,West Brook,West Brook,Mass,2023,5,17,2023-06-13,2023-06-17,4.203960791359208,6.858727104069391,-0.10483646716005013,365,810.9445703247874,0.005184029766270586
Jimmy Brook,West Brook,West Brook,Mass,2023,8,18,2023-06-24,2023-07-01,5.242276288787834,19.93514202438518,0.09296785318065927,365,810.9445703247874,0.006464407655739375
Jimmy Brook,West Brook,West Brook,Mass,2023,35,19,2023-06-30,2023-08-03,156.51629010378156,289.95819418344735,-1.5224437621027196,365,810.9445703247874,0.19300491776040377
Jimmy Brook,West Brook,West Brook,Mass,2023,5,20,2023-08-13,2023-08-17,10.386689751293368,10.240897579699942,0,365,810.9445703247874,0.012808137733918664
Jimmy Brook,West Brook,West Brook,Mass,2023,6,21,2023-08-16,2023-08-21,8.853808453756969,11.692084679127468,0,365,810.9445703247874,0.010917895966935168
Jimmy Brook,West Brook,West Brook,Mass,2023,6,22,2023-08-23,2023-08-28,5.728964585851209,8.089679846944232,-0.12847742458956782,365,810.9445703247874,0.00706455754868268
Jimmy Brook,West Brook,West Brook,Mass,2023,6,23,2023-09-07,2023-09-12,9.329488445283944,8.876231120346684,-0.18720427168687032,365,810.9445703247874,0.011504471189131258
