site_name,agneventid,eventlen,mindate,isevent,n_little,n_big,yield_little_cumul,yield_big_cumul,yield_little_cumul_log,yield_big_cumul_log,yield_little_mean,yield_big_mean,yield_little_mean_log,yield_big_mean_log,yield_little_q10_log,yield_little_q50_log,yield_little_q90_log,yield_big_q10_log,yield_big_q50_log,yield_big_q90_log,site_name_cd
Leidy Creek Mouth,2014_19,3,2013-10-10,1,3,3,0.7098194871589063,1.4444693337548142,-0.34274458471027813,0.36774201103788956,0.23660649571963543,0.4814897779182714,-1.4484348663314723,-0.7341563866282649,-1.5456490531430085,-1.5048245193330534,-1.3286648183193037,-0.7949677429810522,-0.7839661704434441,-0.653421116749406,5
Leidy Creek Mouth,2014_2,15,2013-06-21,1,15,15,8.955858366960054,24.140974743802836,2.1923078842925743,3.1839105936364063,0.5970572244640036,1.6093983162535224,-0.5182138974109998,0.45922988111012764,-0.6118389111666132,-0.5219593857404202,-0.44714764317917866,0.3494998496668771,0.4518654304586279,0.6418354479357731,5
Leidy Creek Mouth,2014_20,3,2013-10-13,1,3,3,0.6152429354376316,1.3722330189190914,-0.4857380722025245,0.31643935374501825,0.20508097847921053,0.4574110063063638,-1.5861191989674028,-0.7845509818167787,-1.646549274923493,-1.5725949360359084,-1.5310988281839104,-0.8508291974587724,-0.7901017765491456,-0.7160524482818383,5
Leidy Creek Mouth,2014_21,3,2013-10-16,1,3,3,0.6346432537394314,1.2889632729268234,-0.4546922430958353,0.2538382308644103,0.21154775124647715,0.42965442430894113,-1.5742988210013338,-0.8487445020310957,-1.7490466412081886,-1.652300867391264,-1.3683501822385071,-0.9359024847906745,-0.8496212949130646,-0.7612358021187293,5
Leidy Creek Mouth,2014_22,3,2013-10-19,1,3,3,0.6737133392083342,1.2798370380258925,-0.3949505712882284,0.24673275578413373,0.22457111306944474,0.42661234600863085,-1.5085126076843602,-0.8550617310419385,-1.6668898571302355,-1.5469562133571366,-1.3347579159693745,-0.9320490688226777,-0.8602014529308831,-0.7760185045056213,5
Leidy Creek Mouth,2014_23,9,2013-10-22,2,9,9,1.7357936692693618,3.5952823060804118,0.5514647550669388,1.2796225155114267,0.1928659632521513,0.39947581178671243,-1.6524719015477654,-0.9186213189838958,-1.8163666669251997,-1.6314265595440671,-1.5213849307874774,-0.942231431322378,-0.9149457127334419,-0.886023971822698,5
Leidy Creek Mouth,2014_3,19,2013-07-06,2,19,19,8.983463719156125,16.344397305881,2.195385522773343,2.793885166194471,0.4728138799555856,0.8602314371516315,-0.7517027281781241,-0.15812547368995736,-0.8203990509029822,-0.7759875144475094,-0.6410031965440068,-0.3682934589240932,-0.11572032496137942,-0.034965674037906236,5
Leidy Creek Mouth,2014_4,2,2013-07-25,1,2,2,0.8286160447736337,1.9354408397522858,-0.18799838581205247,0.6603351246951499,0.41430802238681685,0.9677204198761429,-0.8812725253278567,-0.032812242907051856,-0.8940206365948293,-0.8812725253278567,-0.8685244140608841,-0.03330154251177084,-0.032812242907051856,-0.03232294330233288,5
Leidy Creek Mouth,2014_5,3,2013-07-27,1,3,3,1.1622241320022688,2.7097550950149896,0.15033552451339663,0.9968582599647415,0.3874080440007563,0.9032516983383299,-0.9497039952611276,-0.1063736910077858,-1.0022620969118112,-0.9487405496603666,-0.8975312718507483,-0.20522788755575766,-0.059812690788465815,-0.026143894547541964,5
Leidy Creek Mouth,2014_6,29,2013-07-30,2,29,29,10.400260323890798,23.18267433870867,2.3418308369773992,3.1434052039360973,0.35862966634106197,0.7994025634037472,-1.0273690021442916,-0.22451980346796901,-1.1057359804313667,-1.0268649989569878,-0.955346155730154,-0.2698921085040339,-0.22011341659423603,-0.18034067187034108,5
Leidy Creek Mouth,2014_7,3,2013-08-28,1,3,3,1.0032493014736303,2.4703449292809077,0.00324403390113342,0.9043577883722327,0.33441643382454345,0.8234483097603025,-1.0954463841398618,-0.19453382784203746,-1.1077100407158502,-1.095368254766976,-1.0832139793130275,-0.21867262717251879,-0.18626117106382564,-0.17370409122284086,5
Leidy Creek Mouth,2014_8,2,2013-08-31,2,2,2,0.6448519186371398,1.5535609065465332,-0.43873457205300304,0.4405496550988652,0.3224259593185699,0.7767804532732666,-1.1320012774295032,-0.2527256813208565,-1.144370507830981,-1.1320012774295032,-1.1196320470280252,-0.2655337455061508,-0.2527256813208565,-0.23991761713556226,5
Leidy Creek Mouth,2014_9,6,2013-09-02,1,6,6,2.0151209666369496,4.784673147768166,0.7006792266671801,1.5654177148953878,0.33585349443949164,0.7974455246280276,-1.0915515016724568,-0.2276378872253777,-1.1243908160517653,-1.0963043741779703,-1.053959314787635,-0.282810269818664,-0.22827371487600673,-0.17182967698146231,5
Leidy Creek Mouth,2015_1,41,2014-06-25,2,41,41,106.5806991248969,57.09080850496419,4.6689024364727265,4.0446431318125535,2.5995292469487046,1.3924587440235168,0.8872878256332996,0.23463551835213167,0.42652478505241076,0.7937217190026951,1.4400317593753091,-0.23278535525722652,0.1449066122901972,0.9471809986331592,5
Leidy Creek Mouth,2015_2,6,2014-08-05,1,6,6,8.541681681191289,5.076846782881313,2.144957906586922,1.6246903568376863,1.4236136135318813,0.846141130480219,0.35293767509543444,-0.16889727663105014,0.32604207139945024,0.3531684926635763,0.37960246122327684,-0.23413631090526837,-0.16308396123560465,-0.1094715577522774,5
Leidy Creek Mouth,2015_3,10,2014-08-11,2,10,10,13.008609135742466,6.5858924903582095,2.5656113794875486,1.8849298598546749,1.3008609135742466,0.658589249035821,0.2623987716754199,-0.4196532226784971,0.21937399780282235,0.2663738705628985,0.3061768555318897,-0.5073698948534076,-0.3870545049700849,-0.35658312245568846,5
Leidy Creek Mouth,2015_4,7,2014-08-21,1,7,7,8.509062698998273,4.983572848316164,2.141131795391016,1.6061470732208438,1.2155803855711818,0.7119389783308805,0.19434377412101242,-0.3430076680731483,0.15850439540995803,0.185681383930982,0.2455797641319265,-0.43671407873260343,-0.3195390429538595,-0.2557846333476024,5
Leidy Creek Mouth,2015_5,2,2014-08-28,2,2,2,2.298214827411984,1.1522927890437655,0.8321326595706422,0.14175368713728745,1.149107413705992,0.5761463945218828,0.1389827768315426,-0.5515710775392948,0.13712299393215477,0.1389827768315426,0.14084255973093043,-0.5666482498545646,-0.5515710775392948,-0.5364939052240248,5
Leidy Creek Mouth,2015_6,4,2014-08-30,1,4,4,4.713431421937761,2.678490592244226,1.550416182461658,0.9852534240102255,1.1783578554844403,0.6696226480610565,0.16354637325436713,-0.41103549894028474,0.1264808774570964,0.16860994802524026,0.1965610092349394,-0.558115575091127,-0.42041445182234233,-0.2564522604837963,5
Leidy Creek Mouth,2015_7,24,2014-09-03,2,24,24,25.199233570651113,12.31368794362805,3.226813580191816,2.51071148457526,1.0499680654437964,0.513070330984502,0.047657327436966906,-0.669057174335133,0.008880931463495384,0.05129865990970667,0.08356764647828845,-0.7427571266239049,-0.6563603321558324,-0.5930210863508844,5
Leidy Creek Mouth,2015_8,8,2014-09-27,1,8,8,8.269269364262351,5.349790351264442,2.1125461574014337,1.6770573734605536,1.033658670532794,0.6687237939080553,0.027642798845717884,-0.41953166825454585,-0.09512327745992795,0.02984800889068103,0.13641103628226742,-0.6358450710086293,-0.416506614571702,-0.17499821314027186,5
Leidy Creek Mouth,2015_9,12,2014-10-05,2,12,12,11.112870028467484,6.204558522291249,2.4081038986854173,1.825284267421312,0.9260725023722903,0.5170465435242707,-0.07720417044211854,-0.6600151591902791,-0.12168774807020011,-0.07100979620200892,-0.04693618142558144,-0.6920705946565273,-0.6648309569367197,-0.6235859677318544,5
Leidy Creek Mouth,2017_1,28,2016-06-24,2,28,28,33.43133422841383,20.966231368428176,3.5094936107457753,3.0429131133805463,1.1939762224433512,0.7487939774438633,0.1548450551970927,-0.31593824949558047,-0.08413316897330014,0.1323022431336692,0.4398542931235872,-0.627206613956852,-0.3193451037286682,-0.012109178252162579,5
Leidy Creek Mouth,2017_10,6,2016-10-02,1,6,6,4.652986943973654,2.6127537932622857,1.5375093669212556,0.9604047583189165,0.7754978239956091,0.43545896554371427,-0.2576821958196666,-0.835923758433237,-0.34557127032992385,-0.26896886848268114,-0.1585064486463948,-0.9498401503238239,-0.8206947739409225,-0.7372363510349645,5
Leidy Creek Mouth,2017_11,2,2016-10-08,2,2,2,1.4430518174598714,0.8141699010066749,0.3667601886826023,-0.20558621116391215,0.7215259087299357,0.40708495050333743,-0.32639270491528327,-0.8987852499289912,-0.32909690581195555,-0.32639270491528327,-0.323688504018611,-0.9069326206706816,-0.8987852499289912,-0.890637879187301,5
Leidy Creek Mouth,2017_12,4,2016-10-10,1,4,4,3.056818145572895,1.668227688916419,1.1173745532664383,0.5117617987672459,0.7642045363932237,0.41705692222910473,-0.2707597569206134,-0.8762064769479724,-0.3379697312018605,-0.2633800281163667,-0.20945356568276358,-0.9423356788845878,-0.8535180226040474,-0.8282280384864968,5
Leidy Creek Mouth,2017_13,7,2016-10-14,1,7,7,6.787799827252681,3.478099525986231,1.9151268577286615,1.2464860313898967,0.9696856896075259,0.4968713608551758,-0.05052310570035252,-0.7274906922361398,-0.2441676625933885,-0.06782954057946529,0.17969320865147786,-1.0201558718999646,-0.7595906550686691,-0.4130228491954878,5
Leidy Creek Mouth,2017_14,3,2016-10-21,2,3,3,2.25053955781208,1.1880207026443592,0.8111699909401076,0.17228864725692988,0.7501798526040266,0.39600690088145307,-0.29072641657590664,-0.9263819657770909,-0.37372052633996933,-0.24760319094629937,-0.22498159706368695,-0.9371520579850076,-0.9190780970546094,-0.9185334210581668,5
Leidy Creek Mouth,2017_15,2,2016-10-24,1,2,2,1.653750862021868,0.8413778000634109,0.5030459576997227,-0.17271449269553069,0.826875431010934,0.42068890003170545,-0.19068159229244794,-0.8683430100198044,-0.21793992309127252,-0.19068159229244794,-0.16342326149362335,-0.92472331622414,-0.8683430100198044,-0.8119627038154689,5
Leidy Creek Mouth,2017_2,4,2016-07-22,1,4,4,3.230322493940693,1.899288854606913,1.172581975575844,0.6414795290605212,0.8075806234851732,0.4748222136517283,-0.2144400214353756,-0.7450086903270472,-0.24478004008914023,-0.2277043022213242,-0.17348857815285207,-0.7659539415658388,-0.7422464525622783,-0.7262732293000707,5
Leidy Creek Mouth,2017_3,12,2016-07-26,2,12,12,8.903791956143344,4.852257893507209,2.186477248487261,1.5794441416699476,0.7419826630119454,0.4043548244589341,-0.30137795599201883,-0.9075123020447678,-0.4177783761514623,-0.2985637989010117,-0.20211072498506644,-0.9893255304938869,-0.9008153326450403,-0.816244571556353,5
Leidy Creek Mouth,2017_4,3,2016-08-07,1,3,3,2.192788937375891,1.2618363728845343,0.7851742210173772,0.23256809872751433,0.7309296457919636,0.4206121242948448,-0.3137507941966299,-0.8700887582192294,-0.3335158713308032,-0.32747970824192546,-0.2884941514443384,-0.9384680345316767,-0.9234859743299885,-0.7803505954624784,5
Leidy Creek Mouth,2017_5,34,2016-08-10,2,34,34,20.098028832495956,11.31056455135308,3.0006217422210186,2.4257372050054333,0.5911184950734104,0.33266366327509056,-0.5296293249223687,-1.1029626341131435,-0.6541861368018397,-0.5152975232026415,-0.437582677607039,-1.188906681287706,-1.1057673538844188,-1.0023324030068008,5
Leidy Creek Mouth,2017_6,4,2016-09-13,1,4,4,2.914929550714921,1.4658857377257024,1.0698456516596095,0.38245965890278383,0.7287323876787303,0.3664714344314256,-0.31814581902961464,-1.004835629139457,-0.3671399754092726,-0.3339737701343565,-0.25648930176616314,-1.0521932762599033,-1.0038484670757022,-0.958267711670014,5
Leidy Creek Mouth,2017_7,4,2016-09-17,2,4,4,3.021802608071568,1.2774385344208024,1.1058535434086663,0.24485692798188982,0.755450652017892,0.3193596336052006,-0.2814663844402221,-1.1416560750902072,-0.3309640198669694,-0.27958467996999664,-0.23347411258965506,-1.1548635828919471,-1.1527021570846463,-1.119611701692916,5
Leidy Creek Mouth,2017_8,7,2016-09-21,1,7,7,5.884403498315127,3.103130975386986,1.7723053759004261,1.1324115938526034,0.8406290711878752,0.4433044250552837,-0.1838308929159655,-0.8397365716775234,-0.33060696181929106,-0.24780227760194606,0.0020593822529673365,-1.0796797135394016,-0.9234427343762476,-0.5582571759001003,5
Leidy Creek Mouth,2017_9,4,2016-09-28,2,4,4,3.0202398862958177,1.4121247729293707,1.1053362607804644,0.34509550126428473,0.7550599715739544,0.35303119323234267,-0.28256632121730646,-1.041706606085824,-0.34210922913499126,-0.28147858408817505,-0.2238936030029267,-1.07077126802224,-1.0509260128687017,-1.0052664187231057,5
Leidy Creek Mouth,2019_2,19,2018-07-24,1,19,19,21.927049774841574,15.398020057058972,3.087721024188943,2.7342389334306016,1.1540552513074511,0.8104221082662617,0.13978528054445305,-0.22229336921455847,0.04313502982681745,0.14767347229244274,0.24686918020639892,-0.4326287674438757,-0.21505999584430036,-0.01444233998527637,5
Leidy Creek Mouth,2019_3,14,2018-08-12,2,14,14,12.196895179045775,7.567191025685332,2.5011814258294014,2.023821931966936,0.8712067985032697,0.5405136446918094,-0.14054046391187386,-0.6165257504863493,-0.19767460934862424,-0.17124516193350411,-0.053381695181863954,-0.6767178228680448,-0.6128891597084373,-0.5563546878597567,5
Leidy Creek Mouth,2019_4,6,2018-08-26,1,6,6,5.360290332334252,3.2941103632854394,1.6790181400960307,1.192136135530997,0.8933817220557086,0.5490183938809066,-0.11278584592941229,-0.6093160969160947,-0.12321802661759748,-0.11274461444717492,-0.1023948967234645,-0.7366149317030506,-0.628933376727881,-0.4623999823173527,5
Leidy Creek Mouth,2019_5,33,2018-09-01,2,33,33,27.60091300559676,13.676145283863203,3.3178488520889022,2.615653094992287,0.8363913031999017,0.4144286449655516,-0.17899505809815533,-0.8825054253632268,-0.20339118604720408,-0.17285327521364616,-0.1522545367885855,-0.94507079788082,-0.9045027782751653,-0.801920207219892,5
Leidy Creek Mouth,2019_6,3,2018-10-04,1,3,3,2.680002257686764,1.256626183680834,0.9858176369428447,0.2284304976953233,0.8933340858955879,0.41887539456027795,-0.11304680434503844,-0.8719355963489445,-0.13049672412198207,-0.1259794450890478,-0.09042382827049106,-0.9296246639416545,-0.8735284710193357,-0.8136093788880779,5
Leidy Creek Mouth,2019_7,8,2018-10-07,2,8,8,6.8978398394090625,3.15472814387657,1.9312082958352779,1.1489023255219932,0.8622299799261328,0.3943410179845713,-0.1482506328418453,-0.9307299025036787,-0.15464910291361028,-0.14866627413747868,-0.14151752260602493,-0.9480117871607712,-0.9352292174214812,-0.9040002745052519,5
Leidy Creek Mouth,2020_1,77,2019-06-21,2,77,77,102.05543384685076,55.040921900514896,4.625516134745204,4.008076943130797,1.3253952447642956,0.7148171675391545,0.15839496333527467,-0.6841853378253471,-0.37664485961368244,0.06590146944311147,0.8693374037851815,-1.9826490106419428,-0.5596183159893025,0.43275381291499315,5
Leidy Creek Mouth,2020_10,4,2019-10-07,2,4,4,2.6935274154345183,0.865439753305075,0.9908516414547673,-0.1445175159105086,0.6733818538586296,0.21635993832626876,-0.39564626966509897,-1.531023668766669,-0.4160271258574465,-0.39819364534531426,-0.37322751292857925,-1.5500582276520127,-1.5361237894881106,-1.5079090133041713,5
Leidy Creek Mouth,2020_2,2,2019-09-06,1,2,2,1.458241099137029,0.4410953965928887,0.3772309828352988,-0.8184941081240938,0.7291205495685145,0.22054769829644436,-0.31699240522980376,-1.6944011714385654,-0.3541143643979401,-0.31699240522980376,-0.27987044606166744,-2.192925228037782,-1.6944011714385654,-1.1958771148393492,5
Leidy Creek Mouth,2020_3,2,2019-09-08,1,2,2,1.4125536436371233,0.4394725269098305,0.3453991611135142,-0.8221800736859725,0.7062768218185617,0.21973626345491526,-0.34777814878625923,-1.522651507054517,-0.35398829711780444,-0.34777814878625923,-0.341568000454714,-1.6195945539005558,-1.522651507054517,-1.4257084602084782,5
Leidy Creek Mouth,2020_4,5,2019-09-10,1,5,5,3.6721014720325176,1.3585111554867704,1.300764106372216,0.3063893614712866,0.7344202944065036,0.27170223109735403,-0.31114170977537725,-1.36964867990175,-0.3790317448866452,-0.3425863441797659,-0.22608789300097784,-1.7377249543617097,-1.4075712740099955,-0.9454120995132766,5
Leidy Creek Mouth,2020_5,4,2019-09-15,2,4,4,2.5875325186747373,0.5796782267529713,0.950704726116279,-0.5452821108502417,0.6468831296686843,0.14491955668824283,-0.4358133867815504,-1.9395771809190394,-0.45730196798800443,-0.43849998927515543,-0.41217552358021226,-2.0639239345497913,-1.9565147323912329,-1.801680386110533,5
Leidy Creek Mouth,2020_6,7,2019-09-19,1,7,7,4.940282756289939,1.9332965973322966,1.597422567677165,0.6592266273238889,0.7057546794699914,0.2761852281903281,-0.35013522219082216,-1.364339526234954,-0.41037642313905875,-0.3607699875985299,-0.2816951102521876,-1.8265828125363444,-1.4093466534225587,-0.8785857818370036,5
Leidy Creek Mouth,2020_7,1,2019-09-26,2,1,1,0.6642443627586485,0.16117217255332872,-0.40910518100427246,-1.8252820906517297,0.6642443627586485,0.16117217255332872,-0.40910518100427246,-1.8252820906517297,-0.40910518100427246,-0.40910518100427246,-0.40910518100427246,-1.8252820906517297,-1.8252820906517297,-1.8252820906517297,5
Leidy Creek Mouth,2020_8,7,2019-09-27,1,7,7,5.250957453689297,2.3633089240204197,1.6584104321070516,0.8600627234814405,0.7501367790984711,0.33761556057434566,-0.29184155164423564,-1.1763402497115263,-0.3803600087518447,-0.3400154633718277,-0.16245192869243408,-1.585504879171717,-1.2257061328331598,-0.6421079532572507,5
Leidy Creek Mouth,2020_9,3,2019-10-04,1,3,3,2.045730536655836,0.6565217170479055,0.7157549563416429,-0.42079950574391223,0.6819101788852787,0.21884057234930185,-0.38287250847429755,-1.5206455183728145,-0.388416542249,-0.38196440806301246,-0.3776917148641091,-1.5703355850045362,-1.5151745233369696,-1.4731438497554306,5
Leidy Creek Mouth,2022_1,46,2021-06-14,2,46,46,48.34959085500107,28.049233663097695,3.8784577597125387,3.333961311206823,1.0510780620652407,0.609765949197776,-0.013341552985060134,-0.5815239364884986,-0.3517051587809009,-0.1290421337275701,0.5116456717673343,-1.0209979030051706,-0.6408377513449587,0.031695027037413226,5
Leidy Creek Mouth,2022_10,5,2021-10-08,1,5,5,3.0927845362937143,1.8886137246044994,1.1290718295543969,0.6358430808989501,0.6185569072587429,0.37772274492089986,-0.48120518529852335,-0.9764197280007231,-0.5301257022131449,-0.46570185777251255,-0.43940858777954395,-1.0445962899420582,-1.0265290704417116,-0.884429706363052,5
Leidy Creek Mouth,2022_11,2,2021-10-13,2,2,2,1.0982239497977728,0.6784714470072739,0.09369428385446298,-0.3879128831169906,0.5491119748988864,0.33923572350363695,-0.5999016855061814,-1.0811236921259129,-0.6238711578733838,-0.5999016855061814,-0.5759322131389789,-1.0901484437623363,-1.0811236921259129,-1.0720989404894894,5
Leidy Creek Mouth,2022_2,3,2021-07-30,1,3,3,2.233962853315447,1.2429959951610146,0.803777072628481,0.21752459060947746,0.7446542844384824,0.4143319983870048,-0.29518236427694344,-0.8836094984710119,-0.3218258050906581,-0.28993890935550387,-0.2706363054318046,-0.949602563883412,-0.8972735447989509,-0.8121508145274362,5
Leidy Creek Mouth,2022_3,3,2021-08-02,2,3,3,2.2138603728954886,1.1226720703488766,0.7947377667582041,0.11571162095651218,0.7379534576318296,0.3742240234496256,-0.30408002912671894,-0.9851684908414202,-0.3242830077318253,-0.30222492256133987,-0.2846190931477641,-1.03958717713168,-1.0190593043892233,-0.9171934791320393,5
Leidy Creek Mouth,2022_4,4,2021-08-05,1,4,4,2.88175973209413,1.5480033675844924,1.058401125640547,0.43696595060734766,0.7204399330235325,0.3870008418961231,-0.32834995779210374,-0.9540527689731748,-0.3579255533695872,-0.33368293405090993,-0.29450798120757543,-1.0576260649376936,-0.9480049652565604,-0.8553177159819476,5
Leidy Creek Mouth,2022_5,9,2021-08-09,2,9,9,6.248669001387277,2.8723785262980277,1.8323684812911212,1.0551404413515606,0.6942965557096975,0.31915316958866974,-0.3650662277781974,-1.142476965000408,-0.38680500502117726,-0.3713110484493436,-0.3384808189397077,-1.1695698986458214,-1.1512439705149915,-1.1057835776822738,5
Leidy Creek Mouth,2022_6,8,2021-08-18,1,8,8,6.320906421287107,4.155660584396963,1.843862618964677,1.4244714010850015,0.7901133026608884,0.5194575730496204,-0.239589259613733,-0.704006742969571,-0.35620401843764926,-0.24123949171252396,-0.12935198801461217,-0.9894198436554175,-0.7979974824985578,-0.3992990026330033,5
Leidy Creek Mouth,2022_7,24,2021-08-26,2,24,24,14.73388838279006,7.734435425601489,2.6901501727459807,2.045682491781521,0.6139120159495858,0.3222681427333953,-0.4897542019640835,-1.13310122493909,-0.5803739596084048,-0.48036608287970334,-0.4179611273654559,-1.1760852476655521,-1.1395849483381026,-1.0763428305777567,5
Leidy Creek Mouth,2022_8,3,2021-09-19,1,3,3,1.7240908499365006,1.0534935886244994,0.5446998680319984,0.05211186845763602,0.5746969499788335,0.35116452954149985,-0.5540380590648826,-1.0478418444809705,-0.5700223185565384,-0.5444178359837418,-0.541901888805683,-1.0987178319997848,-1.0472812145503931,-0.9971901089343873,5
Leidy Creek Mouth,2022_9,16,2021-09-22,2,16,16,8.877166509381993,5.010965475596302,2.1834824193037528,1.611628606230505,0.5548229068363746,0.31318534222476885,-0.5893374946654004,-1.1611702283994143,-0.6061313430722913,-0.5977916108587991,-0.571568591603829,-1.1777396534508497,-1.1692695983982002,-1.1319566508741206,5
Leidy Creek Mouth,2023_1,34,2022-06-29,2,34,34,53.36303335497046,42.873995864442406,3.977118246973845,3.7582654851405355,1.569500981028543,1.260999878365953,0.41868071883066527,0.0889850707414632,0.15301251923712844,0.36885638766623907,0.8076504117244727,-0.5556546246971575,0.09254984571405275,0.8841064260203763,5
Leidy Creek Mouth,2023_2,3,2022-08-02,1,3,3,3.2262943867733975,1.678132546520004,1.1713342299640732,0.5176815957001417,1.0754314622577992,0.559377515506668,0.07257053003935326,-0.5876639066627595,0.055190496259334074,0.07441981539780111,0.08921084967599331,-0.6822828280705573,-0.6431496939777671,-0.47085067032895855,5
Leidy Creek Mouth,2023_3,5,2022-08-05,1,5,5,5.492289699148758,3.7416271642512764,1.7033452358132835,1.3195205874660665,1.0984579398297516,0.7483254328502553,0.08902219179174321,-0.34268467445329664,-0.005651745223375946,0.07272194129596349,0.20175161564378363,-0.641939256723443,-0.46920681496239597,0.04997971252137291,5
Leidy Creek Mouth,2023_4,2,2022-08-10,2,2,2,1.8840481843961494,0.9337859477405521,0.633422751408942,-0.0685080450265613,0.9420240921980747,0.46689297387027606,-0.059731956172734385,-0.7618140008091195,-0.0628359233099796,-0.059731956172734385,-0.05662798903548918,-0.7760703341826081,-0.7618140008091195,-0.747557667435631,5
Leidy Creek Mouth,2023_5,6,2022-08-12,1,6,6,6.0395741758276476,3.6924852313515766,1.7983335087706462,1.306299735781432,1.0065956959712745,0.6154142052252628,9.535949409712075e-4,-0.541122011542767,-0.10553683069831177,-0.020237989302075383,0.12863560482330078,-0.7806510730331402,-0.6429833487355663,-0.1997316128595944,5
Leidy Creek Mouth,2023_6,6,2022-08-18,2,6,6,5.018002670849758,2.4796585816634353,1.6130319801979267,0.908120882015589,0.8363337784749597,0.41327643027723926,-0.1797673922665388,-0.8841073536734173,-0.23701034717368763,-0.16179240328426767,-0.14049942634166104,-0.9227654450985672,-0.8812557026372527,-0.8483009132844321,5
Leidy Creek Mouth,2023_7,3,2022-08-24,1,3,3,2.248582839075417,1.2617599369237587,0.8103001684781153,0.2325075217164433,0.749527613025139,0.42058664564125287,-0.2883404313651868,-0.8673143349294428,-0.29434498602633635,-0.2923840659731666,-0.28071842286084536,-0.9176311996101839,-0.8507302202309691,-0.823631116128091,5
Leidy Creek Mouth,2023_8,32,2022-08-27,2,32,32,21.166272195496937,11.698133575969727,3.0524089806236603,2.4594293056571055,0.6614460061092793,0.365566674249054,-0.4154059771990666,-1.0067314848549036,-0.5103558590247589,-0.40773144794970206,-0.33540564727109085,-1.034146665165804,-1.015404617922165,-0.9848755292935203,5
Leidy Creek Mouth,2024_1,35,2023-06-29,2,35,35,35.03431795815322,31.66181610221875,3.5563280941905386,3.4551114154804248,1.000980513090092,0.90462331720625,-0.020750591744312194,-0.11041162314880808,-0.25572640905127164,-0.09051725132121655,0.2839687878553576,-0.2567754604159805,-0.16099527117333484,0.11210996384744273,5
Leidy Creek Mouth,2024_2,4,2023-08-03,1,4,4,3.3294863235408974,3.666284287476389,1.202818034898562,1.2991786934584657,0.8323715808852243,0.9165710718690973,-0.18456168976863643,-0.09184959040789144,-0.23727200587247482,-0.17494254746949434,-0.13954668750411173,-0.19609765470525736,-0.08953837789688765,0.0105495038806715,5
Leidy Creek Mouth,2024_3,28,2023-08-07,2,28,28,19.70237094458798,20.96896689344119,2.980738981019316,3.043043577769903,0.7036561051638565,0.7488916747657568,-0.3553521362839437,-0.2914420818879223,-0.4589637345106534,-0.3546507295398569,-0.26651824230058774,-0.35948230111239654,-0.30648662605371246,-0.19109461252921844,5
Leidy Creek Mouth,2024_4,3,2023-09-04,1,3,3,2.2248405985237802,2.4296709867154815,0.7996852719389487,0.8877558517721532,0.74161353284126,0.8098903289051604,-0.29971863741727944,-0.21220542051630292,-0.3403164056674636,-0.27935635793849745,-0.2672657809586082,-0.2597634282012182,-0.22454369747189762,-0.15971210204914976,5
Leidy Creek Mouth,2024_5,14,2023-09-07,2,14,14,9.431893340710904,9.869274880443266,2.244096854934374,2.2894263837195314,0.673706667193636,0.7049482057459476,-0.39530951964683,-0.3498328379355066,-0.4285648688792363,-0.3958705730114485,-0.36144578963593876,-0.3766875025670671,-0.35026927595621254,-0.3245500455333305,5
Leidy Creek Mouth,2024_6,4,2023-09-21,1,4,4,2.6529856497769506,3.1384974779056862,0.975685666085923,1.143744175176492,0.6632464124442377,0.7846243694764216,-0.41267359213392635,-0.24365242579392757,-0.47276266904714254,-0.42883318455424585,-0.3396568412844545,-0.28912786962462844,-0.2529167738219874,-0.19076550354077879,5
Leidy Creek Mouth,2024_7,6,2023-09-25,2,6,6,3.688435088654927,4.192722086852635,1.3052022728831594,1.4333501857278934,0.6147391814424878,0.6987870144754392,-0.4866197794227946,-0.3585021977845017,-0.5005892581939994,-0.4855939059474721,-0.47367617412691243,-0.3708052186712389,-0.3621098689749398,-0.3425915057073265,5
Leidy Creek Upper,2013_1,53,2012-06-24,2,53,53,111.87131244340935,58.348846442676304,4.717349214652088,4.0664395889172,2.1107794800643274,1.1009216309938925,0.7267795087993284,0.04557143206934337,0.4702710038530282,0.7322970470269936,0.9958728014055839,-0.4064714388333937,0.06936373988609035,0.4378327824876653,6
Leidy Creek Upper,2013_10,3,2012-09-28,1,3,3,3.7709497940131174,1.0751010121084261,1.327326904481179,0.07241462191723964,1.256983264671039,0.358367004036142,0.22861002589295895,-1.026512395362421,0.21386101260979923,0.23535590977847606,0.24066068562191187,-1.0514779195578394,-1.0244566007615037,-1.0023691890073687,6
Leidy Creek Upper,2013_11,14,2012-10-01,2,14,14,16.319754752078325,4.175979877529975,2.7923763219768665,1.429349031969584,1.1656967680055945,0.29828427696642673,0.1506111168043042,-1.2189181223656005,0.06200663068251388,0.1573424454561172,0.2408921812770756,-1.3588730620811054,-1.1838535990862487,-1.1066117819620844,6
Leidy Creek Upper,2013_12,4,2012-10-15,1,4,4,4.567460208988164,1.5470855940558708,1.5189572974615602,0.4363728991203659,1.141865052247041,0.3867713985139677,0.12931324607827516,-1.0185268679525665,0.044713045927420716,0.1233620159597992,0.21867443032391037,-1.3607481192484612,-1.1013713173407316,-0.6100300571461397,6
Leidy Creek Upper,2013_13,2,2012-10-19,2,2,2,2.376714540881033,0.64329483736456,0.8657190889834234,-0.44115212583512775,1.1883572704405165,0.32164741868228,0.17195741809383835,-1.134834723091686,0.1439090893775993,0.17195741809383835,0.2000057468100774,-1.1610159318753248,-1.134834723091686,-1.1086535143080471,6
